ICAO,IATA,DB ID,FlighStats API Name (Okay quality),OurAirports.com Name (Good quality),FlightAware API Name (bad quality),Marketing Name (OurAirports + our edits),City,Country,Country Code,Continent,Latitude,Longitude,Timezone,Flight Rank,Relevance,On Time Departures,On Time Departures Rank,Cancel %,No Flights,Airport Type,Elevation (ft),Website,Apple terminal maps? (63),Google terminal maps?,"If Gate known, replace any ""N/A"" Terminal with:"
,MXK,84faac9a-87b2-49d9-b39f-acce7736f0ef,Mindik Airport,Mindik Airport,Mindik Airport,Mindik Airport,Mindik,Papua New Guinea,PG,Asia,-6.383333,147.616667,Pacific/Port_Moresby,,1,,,,,,,,,,
,MXQ,e7d287c7-77fa-4e87-8e2e-5fa620e7e941,Mitchell River Airport,Mitchell River Airport,Mitchell River Airport,Mitchell River Airport,Mitchell River,Australia,AU,Oceania,-12.816667,135.65,Australia/Brisbane,,1,,,,,,,,,,
,MXR,312bd7c4-53c5-4ebd-a4e2-add48926577d,Mirgorod Airport,Mirgorod Airport,Mirgorod Airport,Mirgorod Airport,Mirgorod,Ukraine,UA,Europe,49.966667,33.6,Europe/Kiev,,1,,,,,,,,,,
,MXW,535e0be0-f9b0-4b0c-b6a9-843282915cc6,Mandalgobi Airport,Mandalgobi Airport,Mandalgobi Airport,Mandalgobi Airport,Mandalgobi,Mongolia,MN,Asia,45.766667,106.283333,Asia/Ulaanbaatar,,1,,,,,,,,,,
,MXY,8e3d0bb5-e1b3-44d7-b59d-f84cfca665ee,Mc Carthy Airport,Mc Carthy Airport,Mc Carthy Airport,Mc Carthy Airport,McCarthy,United States,US,North America,61.470611,-142.937361,America/Anchorage,,1,,,,,,,,,,
MYAS,,fdd08024-5d65-40c1-b681-8a30b175da9d,Sandy Point Apt,Sandy Point Apt,Sandy Point Apt,Sandy Point Apt,Abaco Island,Bahamas,BS,Caribbean,26.003667,-77.545917,America/Nassau,,1,,,,,,,,,,
,MYC,c3237cab-a23a-48d9-a24c-3366d5786b4d,Maracay Airport,Maracay Airport,Maracay Airport,Maracay Airport,Maracay,Venezuela,VE,South America,10.5,-68.166667,America/Caracas,,1,,,,,,,,,,
,MYH,cd38fc4a-c09f-4bbd-812d-3843b1ce8a97,Marble Canyon Airport,Marble Canyon Airport,Marble Canyon Airport,Marble Canyon Airport,Marble Canyon,United States,US,North America,36.8125,-111.645833,America/Phoenix,,1,,,,,,,,,,
,MYI,e335487c-5d37-4415-9a06-1908d80e1811,Murray Island Airport,Murray Island Airport,Murray Island Airport,Murray Island Airport,Murray Island,Australia,AU,Oceania,-9.914758,144.054344,Australia/Brisbane,,1,,,,,,,,,,
,MYK,2738b05a-97d7-44d6-b332-3844a3f528a4,May Creek Airport,May Creek Airport,May Creek Airport,May Creek Airport,May Creek,United States,US,North America,61.416667,-142.916667,America/Anchorage,,1,,,,,,,,,,
,MYM,90ab24b9-4bf6-42b2-894a-83e824c3e932,Monkey Mountain Airport,Monkey Mountain Airport,Monkey Mountain Airport,Monkey Mountain Airport,Monkey Mountain,Guyana,GY,South America,4.6,-59.633333,America/Guyana,,1,,,,,,,,,,
,MYO,5013d074-d4ec-4df6-aff2-13992f205d35,Myroodah Airport,Myroodah Airport,Myroodah Airport,Myroodah Airport,Myroodah,Australia,AU,Oceania,-18.116667,124.266667,Australia/Perth,,1,,,,,,,,,,
,MYS,821a3132-13ff-41ff-8c59-ab34945007b6,Moyale Airport,Moyale Airport,Moyale Airport,Moyale Airport,Moyale,Ethiopia,ET,Africa,3.466667,39.1,Africa/Addis_Ababa,,1,,,,,,,,,,
,MYX,e8998976-cdae-4b4a-92ed-83a0a01019c6,Menyamya Airport,Menyamya Airport,Menyamya Airport,Menyamya Airport,Menyamya,Papua New Guinea,PG,Asia,-7.2,146.016667,Pacific/Port_Moresby,,1,,,,,,,,,,
,MZD,02a22c35-dd1e-4ffd-8b2e-05bbc02168b8,Mendez Airport,Mendez Airport,Mendez Airport,Mendez Airport,Mendez,Ecuador,EC,South America,-2.733333,-78.316667,America/Guayaquil,,1,,,,,,,,,,
,MZE,b3802c4c-d400-4f71-a458-9c21e321f5be,Manatee Airport,Manatee Airport,Manatee Airport,Manatee Airport,Manatee,Belize,BZ,Central America,17.083333,-89.6,America/Belize,,1,,,,,,,,,,
,MZF,f94cf2ea-b882-4dd8-b307-3db0388564ad,Wild Coast Sun Airport,Wild Coast Sun Airport,Wild Coast Sun Airport,Wild Coast Sun Airport,Mzamba,South Africa,ZA,Africa,-32.75,28.5,Africa/Johannesburg,,1,,,,,,,,,,
,MZK,2a32935a-a827-4a27-a6fa-9c50664eff45,Marakei Airport,Marakei Airport,Marakei Airport,Marakei Airport,Marakei,Kiribati,KI,Oceania,1.983333,173.666667,Pacific/Tarawa,,1,,,,,,,,,,
,MZN,385b7215-915e-41bd-be5b-9188a61a5811,Minj Airport,Minj Airport,Minj Airport,Minj Airport,Minj,Papua New Guinea,PG,Asia,-5.905556,144.676667,Pacific/Port_Moresby,,1,,,,,,,,,,
,MZS,a71d44f4-78f7-4136-8d45-1e326b543953,Mostyn Airport,Mostyn Airport,Mostyn Airport,Mostyn Airport,Mostyn,Malaysia,MY,Asia,4.616667,118.15,Asia/Kuala_Lumpur,,1,,,,,,,,,,
,MZY,85dfbb3c-4e16-4b28-9e68-a5564111f011,Mossel Bay Airport,Mossel Bay Airport,Mossel Bay Airport,Mossel Bay Airport,Mossel Bay,South Africa,ZA,Africa,-34.183333,22.083333,Africa/Johannesburg,,1,,,,,,,,,,
,NAB,5a1a81f8-015b-4b77-a3e3-cfd5088dc7d1,Albany Naval Air Station,Albany Naval Air Station,Albany Naval Air Station,Albany Naval Air Station,Albany,United States,US,North America,31.583333,-84.166667,America/New_York,,1,,,,,,,,,,
,NAD,7a9931c4-a6d3-4313-9152-cd83834cdfe5,Macanal Airport,Macanal Airport,Macanal Airport,Macanal Airport,Macanal,Colombia,CO,South America,2.566667,-67.583333,America/Bogota,,1,,,,,,,,,,
,NAF,56ac4569-1140-4150-bf3e-01a9a6eccb86,Banaina Airport,Banaina Airport,Banaina Airport,Banaina Airport,Banaina,Indonesia,ID,Asia,2.75,117.05,Asia/Makassar,,1,,,,,,,,,,
,NAH,700469ce-668d-468e-b0ba-661f00e8aca6,Naha Airport,Naha Airport,Naha Airport,Naha Airport,Naha,Indonesia,ID,Asia,3.716667,125.366667,Asia/Makassar,,1,,,,,,,,,,
,NAJ,204836c5-fe74-49b7-bc32-ec21e8049141,Nakhichevan Airport,Nakhichevan Airport,Nakhichevan Airport,Nakhichevan Airport,Nakhichevan,Azerbaijan,AZ,Asia,39.190278,45.458889,Asia/Baku,,1,,,,,,,,,,
,NAM,88d77ada-04ed-4279-8c3d-8e733b360c9f,Namlea Airport,Namlea Airport,Namlea Airport,Namlea Airport,Namlea,Indonesia,ID,Asia,-3.237134,127.100235,Asia/Jayapura,,1,,,,,,,,,,
,NAO,6046642d-53c6-4aea-8ec4-fdd72dff32f5,Nanchong Airport,Nanchong Airport,Nanchong Airport,Nanchong Airport,Nanchong,China,CN,Asia,30.8,106.066667,Asia/Shanghai,,1,,,,,,,,,,
,NAQ,b812c0b8-3968-47a8-af61-46490df71390,Qaanaaq Airport,Qaanaaq Airport,Qaanaaq Airport,Qaanaaq Airport,Qaanaaq,Greenland,GL,North America,77.488644,-69.388676,America/Godthab,,1,,,,,,,,,,
,NAR,9d68d9f2-9841-432a-8bdc-15f6bf4ec16a,Nare Airport,Nare Airport,Nare Airport,Nare Airport,Nare,Colombia,CO,South America,6.2,-74.583333,America/Bogota,,1,,,,,,,,,,
,NAY,39d6a6af-7bfc-4fa0-adb2-991bba7d5672,Beijing Nanyuan Airport,Beijing Nanyuan Airport,Beijing Nanyuan Airport,Beijing Nanyuan Airport,Beijing,China,CN,Asia,39.7825,116.387778,Asia/Shanghai,,1,,,,,,,,,,
,NBA,e9427acb-f265-4341-9e29-793ad41ae9fa,Nambaiyufa Airport,Nambaiyufa Airport,Nambaiyufa Airport,Nambaiyufa Airport,Nambaiyufa,Papua New Guinea,PG,Asia,-6.25,145.233333,Pacific/Port_Moresby,,1,,,,,,,,,,
,NBB,c4096461-05eb-49dc-a44f-0f43198baaf2,Barrancominas Airport,Barrancominas Airport,Barrancominas Airport,Barrancominas Airport,Barrancominas,Colombia,CO,South America,3.333333,-70.333333,America/Bogota,,1,,,,,,,,,,
,NBH,19decdbf-11f3-4459-a5e7-95f99b6ccab7,Nambucca Heads Airport,Nambucca Heads Airport,Nambucca Heads Airport,Nambucca Heads Airport,Nambucca Heads,Australia,AU,Oceania,-30.633333,152.983333,Australia/Sydney,,1,,,,,,,,,,
,NBL,0980d514-45e5-425d-8318-fe32c5a7d100,San Blas Airport,San Blas Airport,San Blas Airport,San Blas Airport,San Blas,Panama,PA,Central America,9.3,-79,America/Panama,,1,,,,,,,,,,
,NBP,d2978964-894c-40df-9578-733b4de4ffa3,Battery Park City/North Cove Sea Plane Base,Battery Park City/North Cove Sea Plane Base,Battery Park City/North Cove Sea Plane Base,Battery Park City/North Cove Sea Plane Base,New York,United States,US,North America,40.712793,-74.017529,America/New_York,,1,,,,,,,,,,
,NBR,690b7977-a3a5-4d13-934c-056e682a30f0,Nambour Airport,Nambour Airport,Nambour Airport,Nambour Airport,Nambour,Australia,AU,Oceania,-26.533333,152.966667,Australia/Brisbane,,1,,,,,,,,,,
,NBS,dbbe4183-cfff-4043-996b-eb2c5ccf0ca6,Changbaishan Airport,Changbaishan Airport,Changbaishan Airport,Changbaishan Airport,Baishan,China,CN,Asia,42.083332,127.6,Asia/Shanghai,,1,,,,,,,,,,
SBTE,THE,a7b13590-13a4-4250-b0ee-b3dc11c987d5,Senador Petrônio Portela Airport,Senador Petrônio Portela Airport,Teresina,Senador Petrônio Portela ,Teresina,Brazil,BR,South America,-5.06335,-42.821085,America/Belem,912,2,95%,10,0%,315,medium_airport,219,,,,
NCMG,,31539ea3-e610-4df3-800a-178f275335ff,Mangaia/Auau,Mangaia/Auau,Mangaia/Auau,Mangaia/Auau,Mangaia/Auau  Cook Is,Cook Islands,CK,Oceania,-21.972417,-157.99575,Pacific/Rarotonga,,1,,,,,,,,,,
NCMH,,0bcd0c43-4349-4bf6-9cdd-af0ee430538b,Manihiki,Manihiki,Manihiki,Manihiki,Manihiki,Cook Islands,CK,Oceania,-10.444722,-161.033556,Pacific/Rarotonga,,1,,,,,,,,,,
NCMR,,d2da1373-8c2a-40c3-bbc3-91a766308e36,Mitiaro/Nukuroa,Mitiaro/Nukuroa,Mitiaro/Nukuroa,Mitiaro/Nukuroa,Nitiaro/Nukuroa  Cook Is,Cook Islands,CK,Oceania,-19.916667,-157.8,Pacific/Rarotonga,,1,,,,,,,,,,
,NCN,a9be6a3a-ff09-439a-828b-c6486a0bb32e,New Chenega Airport,New Chenega Airport,New Chenega Airport,New Chenega Airport,New Chenega,United States,US,North America,60.078308,-147.997729,America/Anchorage,,1,,,,,,,,,,
,NCO,86018d86-7f61-4039-bedd-6d4c8fb0b389,Quonset State Airport,Quonset State Airport,Quonset State Airport,Quonset State Airport,North Kingstown,United States,US,North America,41.59944,-71.41667,America/New_York,,1,,,,,,,,,,
,NCP,4e7244af-523b-462b-a868-de403a2cfd75,Cubi Pt Naval Air Station,Cubi Pt Naval Air Station,Cubi Pt Naval Air Station,Cubi Pt Naval Air Station,Luzon Island,Philippines,PH,Asia,16,121,Asia/Manila,,1,,,,,,,,,,
,NCQ,93785e08-2f02-4d58-bf1b-eb40ace07616,General Lucius D. Clay National Guard Center,General Lucius D. Clay National Guard Center,General Lucius D. Clay National Guard Center,General Lucius D. Clay National Guard Center,Marietta,United States,US,North America,33.918152,-84.520862,America/New_York,,1,,,,,,,,,,
,NCR,e9782ce2-01d1-44f6-bc1d-90f8c5ffc3c0,San Carlos Airport,San Carlos Airport,San Carlos Airport,San Carlos Airport,San Carlos,Nicaragua,NI,Central America,11.133423,-84.769973,America/Managua,,1,,,,,,,,,,
,NCT,3d6c76c2-3a9f-40ad-bcf0-2a075aec2185,Guanacaste Airport,Guanacaste Airport,Guanacaste Airport,Guanacaste Airport,Nicoya,Costa Rica,CR,Central America,10.138889,-85.445,America/Costa_Rica,,1,,,,,,,,,,
,NDA,4ea465a5-2480-4289-b4d3-b00aeff9651b,Bandanaira Airport,Bandanaira Airport,Bandanaira Airport,Bandanaira Airport,Bandanaira,Indonesia,ID,Asia,-4.533333,129.9,Asia/Jayapura,,1,,,,,,,,,,
,NDF,62a674e4-9bcb-4cce-829b-9c9f47127ad7,Ndalatandos Airport,Ndalatandos Airport,Ndalatandos Airport,Ndalatandos Airport,Ndalatandos,Angola,AO,Africa,-9.333333,14.833333,Africa/Luanda,,1,,,,,,,,,,
,NDG,2412eaf7-dfa8-4659-b367-1ed90c784e91,Qiqihar Airport,Qiqihar Airport,Qiqihar Airport,Qiqihar Airport,Qiqihar,China,CN,Asia,47.316667,123.916667,Asia/Shanghai,,1,,,,,,,,,,
,NDI,15343121-297a-4d89-8d8a-55d4ab7b6e62,Namudi Airport,Namudi Airport,Namudi Airport,Namudi Airport,Namudi,Papua New Guinea,PG,Asia,-9.433333,148.266667,Pacific/Port_Moresby,,1,,,,,,,,,,
,NDK,ca93ad39-e075-463c-9ec0-c942074de9ee,Namdrik Island Airport,Namdrik Island Airport,Namdrik Island Airport,Namdrik Island Airport,Namdrik Island,Marshall Islands,MH,Oceania,5.633333,168.116667,Pacific/Majuro,,1,,,,,,,,,,
,NDN,24240666-0156-483d-b3c5-b5e6467ea33f,Nadunumu Airport,Nadunumu Airport,Nadunumu Airport,Nadunumu Airport,Nadunumu,Papua New Guinea,PG,Asia,-9.133333,147.683333,Pacific/Port_Moresby,,1,,,,,,,,,,
,NDO,64c068de-4258-4aa1-a172-1866c6189075,La Palma Del Condado Airport,La Palma Del Condado Airport,La Palma Del Condado Airport,La Palma Del Condado Airport,La Palma Del Condado,Spain and Canary Islands,ES,Europe,37.383333,-6.583333,Europe/Madrid,,1,,,,,,,,,,
,NDS,888a64f5-aba0-4a80-85ab-80624c26655b,Sandstone Airport,Sandstone Airport,Sandstone Airport,Sandstone Airport,Sandstone,Australia,AU,Oceania,-27.983333,119.3,Australia/Perth,,1,,,,,,,,,,
,NDV,7693073a-f802-473a-8ebb-57a779cd241e,United States Naval Heliport,United States Naval Heliport,United States Naval Heliport,United States Naval Heliport,Anacostia,United States,US,North America,38.855714,-77.010493,America/New_York,,1,,,,,,,,,,
,NDY,753c1e9e-f75e-4c82-8819-0d0b083225d9,Sanday Airport,Sanday Airport,Sanday Airport,Sanday Airport,Sanday,United Kingdom,GB,Europe,59.250065,-2.575134,Europe/London,,1,,,,,,,,,,
,NEA,59739031-b70a-42f8-a17e-c468885f0094,Naval Air Station,Naval Air Station,Naval Air Station,Naval Air Station,Glynco,United States,US,North America,31.25,-81.466667,America/New_York,,1,,,,,,,,,,
,NEF,71a38b54-bdf1-4665-aaf9-6b5607be2644,Neftekamsk Airport,Neftekamsk Airport,Neftekamsk Airport,Neftekamsk Airport,Neftekamsk,Russian Federation,RU,Europe,56.1,54.35,Asia/Yekaterinburg,,1,,,,,,,,,,
,NEI,5b9e3dc0-8a3f-4851-9dbe-cf6493d80560,Terney Airport,Terney Airport,Terney Airport,Terney Airport,Terney,Russian Federation,RU,Europe,45.083056,136.590556,Asia/Vladivostok,,1,,,,,,,,,,
,NEN,af5b043b-2334-4009-8617-aa77ba067aa6,Olf Usn Airport,Olf Usn Airport,Olf Usn Airport,Olf Usn Airport,Whitehouse,United States,US,North America,30.316667,-81.85,America/New_York,,1,,,,,,,,,,
,NER,56a8ecb8-6a5c-420a-a661-b9c8200bf23b,Neryungri Airport,Neryungri Airport,Neryungri Airport,Neryungri Airport,Neryungri,Russian Federation,RU,Europe,56.65,124.6,Asia/Yakutsk,,1,,,,,,,,,,
,NES,efa62202-d6dc-47d4-9461-df6797dcfc45,East 34th Street - Sea Plane Base,East 34th Street - Sea Plane Base,East 34th Street - Sea Plane Base,East 34th Street - Sea Plane Base,New York,United States,US,North America,40.743333,-73.975,America/New_York,,1,,,,,,,,,,
,NFB,d297b1ed-7e2d-4dfc-8449-6c4b64e28848,Detroit Naval Air Field,Detroit Naval Air Field,Detroit Naval Air Field,Detroit Naval Air Field,Mount Clemens,United States,US,North America,42.966667,-82.966667,America/New_York,,1,,,,,,,,,,
,NFG,e66419eb-1ac5-48da-b2f9-95c7fa8e82f3,Nefteyugansk Airport,Nefteyugansk Airport,Nefteyugansk Airport,Nefteyugansk Airport,Nefteyugansk,Russian Federation,RU,Europe,61.133333,73.05,Asia/Yekaterinburg,,1,,,,,,,,,,
,NFR,21e91199-142c-46fc-a3e9-925c702fabb3,Nafoora Airport,Nafoora Airport,Nafoora Airport,Nafoora Airport,Nafoora,Libya,LY,Africa,29.216667,21.583333,Africa/Tripoli,,1,,,,,,,,,,
,NGC,120a6612-1a53-4862-83d8-9910f41d6213,North Rim Airport,North Rim Airport,North Rim Airport,North Rim Airport,Grand Canyon,United States,US,North America,36.389722,-112.129167,America/Phoenix,,1,,,,,,,,,,
,NGM,e928d573-dd54-4343-bda8-0f975e3a967c,Agana Naval Air Station,Agana Naval Air Station,Agana Naval Air Station,Agana Naval Air Station,Guam,Guam,GU,Oceania,13.45,144.75,Pacific/Guam,,1,,,,,,,,,,
,NGN,d0ba610d-eb20-4acf-848e-1009043eca75,Nargana Airport,Nargana Airport,Nargana Airport,Nargana Airport,Nargana,Panama,PA,Central America,9.568611,-79.25,America/Panama,,1,,,,,,,,,,
,NGR,6a8ff79b-1fcb-4218-b967-03ada7b91029,Ningerum Airport,Ningerum Airport,Ningerum Airport,Ningerum Airport,Ningerum,Papua New Guinea,PG,Asia,-6.5,141,Pacific/Port_Moresby,,1,,,,,,,,,,
,NGW,e4073f87-66ca-4cd1-8733-789c46d13652,Cabaniss Field,Cabaniss Field,Cabaniss Field,Cabaniss Field,Corpus Christi,United States,US,North America,27.783333,-97.4,America/Chicago,,1,,,,,,,,,,
,NGZ,451317db-d18e-4eff-824d-c6e1453c8d9d,Alameda Naval Air Station,Alameda Naval Air Station,Alameda Naval Air Station,Alameda Naval Air Station,Alameda,United States,US,North America,37.782127,-122.30862,America/Los_Angeles,,1,,,,,,,,,,
,NHD,8b17e4ff-e3f0-4fb7-9ecb-8a350c2c52b4,Minhad Air Base,Minhad Air Base,Minhad Air Base,Minhad Air Base,Minhad,United Arab Emirates,AE,Middle East,25.026895,55.367591,Asia/Dubai,,1,,,,,,,,,,
,NHS,69f6cef1-a876-4694-93a9-8a3ee7bb6fea,Nushki Airport,Nushki Airport,Nushki Airport,Nushki Airport,Nushki,Pakistan,PK,Asia,29.583333,66,Asia/Karachi,,1,,,,,,,,,,
,NHX,0ce7f944-5d8f-4819-a61a-ee4fc23ec848,Barin Olf Osn Airport,Barin Olf Osn Airport,Barin Olf Osn Airport,Barin Olf Osn Airport,Foley,United States,US,North America,30.4,-87.683333,America/Chicago,,1,,,,,,,,,,
,NIB,a8085238-aa57-4cb4-857d-fbe41461db0a,Nikolai Airport,Nikolai Airport,Nikolai Airport,Nikolai Airport,Nikolai,United States,US,North America,63.016667,-154.383333,America/Anchorage,,1,,,,,,,,,,
,NIE,330b73d4-b347-481e-b76c-373e437486ee,Niblack Airport,Niblack Airport,Niblack Airport,Niblack Airport,Niblack,United States,US,North America,55.066667,-132.15,America/Anchorage,,1,,,,,,,,,,
,NIG,2a35457e-101d-4e6e-a296-dc06978936fe,Nikunau Airport,Nikunau Airport,Nikunau Airport,Nikunau Airport,Nikunau,Kiribati,KI,Oceania,-1.333333,176.416667,Pacific/Tarawa,,1,,,,,,,,,,
,NIK,dde538b3-4a1a-41d6-841b-efba45a5d07a,Niokolo Koba Airport,Niokolo Koba Airport,Niokolo Koba Airport,Niokolo Koba Airport,Niokolo Koba,Senegal,SN,Africa,13.066667,-12.716667,Africa/Dakar,,1,,,,,,,,,,
,NIN,0f4de33e-f084-4774-9b13-32c984a36286,Ninilchik Airport,Ninilchik Airport,Ninilchik Airport,Ninilchik Airport,Ninilchik,United States,US,North America,60.066667,-151.733333,America/Anchorage,,1,,,,,,,,,,
,NIR,06867136-820b-4fe4-b347-b6bb92c242ff,Chase Field Naval Air Station,Chase Field Naval Air Station,Chase Field Naval Air Station,Chase Field Naval Air Station,Beeville,United States,US,North America,28.4,-97.75,America/Chicago,,1,,,,,,,,,,
,NIS,7f8fd01a-9db9-497c-a5be-d32ac5cf47ca,Simberi Island Airport,Simberi Island Airport,Simberi Island Airport,Simberi Island Airport,Simberi Island,Papua New Guinea,PG,Asia,-2.661889,151.998447,Pacific/Port_Moresby,,1,,,,,,,,,,
,NJJ,62022d71-e4f9-436e-b135-102959a07f2f,Nenjian Melgen Airport,Nenjian Melgen Airport,Nenjian Melgen Airport,Nenjian Melgen Airport,Heihe,China,CN,Asia,49.238688,125.329733,Asia/Shanghai,,1,,,,,,,,,,
,NKA,4656595e-9d42-4bd7-9889-b2e3ccba20a5,Nkan Airport,Nkan Airport,Nkan Airport,Nkan Airport,Nkan,Gabon,GA,Africa,0.7,9.983333,Africa/Libreville,,1,,,,,,,,,,
,NKB,034849e0-3776-4818-804a-046c81aea187,Noonkanbah Airport,Noonkanbah Airport,Noonkanbah Airport,Noonkanbah Airport,Noonkanbah,Australia,AU,Oceania,-18.55,124.85,Australia/Perth,,1,,,,,,,,,,
,NKD,899c8803-6dd9-4cfa-a5c8-9a6e4d6d3091,"Sinak, Irian Jaya Airport","Sinak, Irian Jaya Airport","Sinak, Irian Jaya Airport","Sinak, Irian Jaya Airport","Sinak, Irian Jaya",Indonesia,ID,Asia,-5.85,110.466667,Asia/Jayapura,,1,,,,,,,,,,
,NKI,a12598bd-b278-49fb-a2a9-8247177d3f60,Naukiti Bay Sea Plane Base,Naukiti Bay Sea Plane Base,Naukiti Bay Sea Plane Base,Naukiti Bay Sea Plane Base,Naukiti,United States,US,North America,55.849626,-133.227872,America/Anchorage,,1,,,,,,,,,,
,NKL,ee0d0a9e-d544-4b4b-a312-ef2ac7250ed9,Nkolo Airport,Nkolo Airport,Nkolo Airport,Nkolo Airport,Nkolo,The Democratic Republic of The Congo,CD,Africa,-1.983333,16.466667,Africa/Lubumbashi,,1,,,,,,,,,,
,NKN,6c1e29c7-1489-451a-bfdc-3a9fba545d2f,Nankina Airport,Nankina Airport,Nankina Airport,Nankina Airport,Nankina,Papua New Guinea,PG,Asia,-5.833333,143.45,Pacific/Port_Moresby,,1,,,,,,,,,,
,NKO,4d7368dc-b380-42ea-b33b-7fe7948ea975,Ankokoambo Airport,Ankokoambo Airport,Ankokoambo Airport,Ankokoambo Airport,Ankokoambo,Madagascar,MG,Africa,-16.583333,-44.45,Indian/Antananarivo,,1,,,,,,,,,,
,NKS,c20479ee-abc3-4203-aa4c-3a7c88fa36b7,Nkongsamba Airport,Nkongsamba Airport,Nkongsamba Airport,Nkongsamba Airport,Nkongsamba,Cameroon,CM,Africa,4.95,9.933333,Africa/Douala,,1,,,,,,,,,,
,NKT,2ee3d998-87fc-4975-af98-814a07eb030b,Sirnak Airport,Sirnak Airport,Sirnak Airport,Sirnak Airport,Cizre,Turkey,TR,Europe,37.363333,42.059722,Europe/Istanbul,,1,,,,,,,,,,
,NKU,2c11ba33-2c57-42a0-9c34-6c0d0be57d6f,Nkaus Airport,Nkaus Airport,Nkaus Airport,Nkaus Airport,Nkaus,Lesotho,LS,Africa,-29.5,28,Africa/Maseru,,1,,,,,,,,,,
,NLE,505b410a-e5a8-4570-bccd-2091956c641f,Jerry Tyler Memorial Airport,Jerry Tyler Memorial Airport,Jerry Tyler Memorial Airport,Jerry Tyler Memorial Airport,Niles,United States,US,North America,41.841667,-86.225,America/New_York,,1,,,,,,,,,,
,NLG,dc382ed3-83a4-4ac7-8648-70fa3ed71eb6,Nelson Lagoon Airport,Nelson Lagoon Airport,Nelson Lagoon Airport,Nelson Lagoon Airport,Nelson Lagoon,United States,US,North America,56.001389,-161.1525,America/Anchorage,,1,,,,,,,,,,
,NLH,a4121947-fdbc-4676-8f31-2b1b44363394,Ninglang Luguhu Airport,Ninglang Luguhu Airport,Ninglang Luguhu Airport,Ninglang Luguhu Airport,Ninglang,China,CN,Asia,27.542558,100.759323,Asia/Shanghai,,1,,,,,,,,,,
,NLI,e20a6c7e-eb54-42f8-b650-505b6394bfaf,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure,Russian Federation,RU,Europe,53.154167,140.651111,Asia/Vladivostok,,1,,,,,,,,,,
,NLS,40726895-ffbf-4fb6-ba0a-45ea68e9c599,Nicholson Airport,Nicholson Airport,Nicholson Airport,Nicholson Airport,Nicholson,Australia,AU,Oceania,-18.050833,128.895833,Australia/Perth,,1,,,,,,,,,,
,NLU,028307f5-1ec8-4850-81bc-e0ede2048cd7,Santa Lucia Air Force Base,Santa Lucia Air Force Base,Santa Lucia Air Force Base,Santa Lucia Air Force Base,Mexico City,Mexico,MX,North America,19.755351,-99.01651,America/Mexico_City,,1,,,,,,,,,,
,NMA,11fdae0e-0f83-4995-a3f3-e235f691dad4,Namangan Airport,Namangan Airport,Namangan Airport,Namangan Airport,Namangan,Uzbekistan,UZ,Asia,40.983333,71.6,Asia/Tashkent,,1,,,,,,,,,,
,NMB,d616a747-9905-4f0d-a0b2-b3e1bb1def33,Daman Airport,Daman Airport,Daman Airport,Daman Airport,Daman,India,IN,Asia,20.416667,72.95,Asia/Kolkata,,1,,,,,,,,,,
,NMC,d5f5bdf2-e9dd-4cf8-bdf0-a1d1cbd64925,Norman's Cay Airport,Norman's Cay Airport,Norman's Cay Airport,Norman's Cay Airport,Norman's Cay,Bahamas,BS,Caribbean,24.593611,-76.82,America/Nassau,,1,,,,,,,,,,
,NMG,7694cf90-d5ce-4e63-b980-4d04995c8578,San Miguel Airport,San Miguel Airport,San Miguel Airport,San Miguel Airport,San Miguel,Panama,PA,Central America,8.366667,-78.283333,America/Panama,,1,,,,,,,,,,
,NMN,cb5dcec8-3295-4d01-a14c-3101c4e80651,Nomane Airport,Nomane Airport,Nomane Airport,Nomane Airport,Nomane,Papua New Guinea,PG,Asia,-16.316667,145.066667,Pacific/Port_Moresby,,1,,,,,,,,,,
,NMP,61509eae-86ff-411a-87b8-03a83f5f616f,New Moon Airport,New Moon Airport,New Moon Airport,New Moon Airport,New Moon,Australia,AU,Oceania,-20.166667,143.966667,Australia/Brisbane,,1,,,,,,,,,,
,NMT,c2f3988b-5452-4d7f-98da-3874dff47a87,Namtu Airport,Namtu Airport,Namtu Airport,Namtu Airport,Namtu,Myanmar,MM,Asia,23.083333,97.4,Asia/Yangon,,1,,,,,,,,,,
,NMU,4f07dfbd-07d8-4b82-8678-8d83c5b4cc2b,Namu Airport,Namu Airport,Namu Airport,Namu Airport,Namu,Marshall Islands,MH,Oceania,8,168.133333,Pacific/Majuro,,1,,,,,,,,,,
,NNA,c0882cb3-5816-4d84-b4a0-4ae49f422438,Kenitra Royal Air Force Base,Kenitra Royal Air Force Base,Kenitra Royal Air Force Base,Kenitra Royal Air Force Base,Kenitra,Morocco,MA,Africa,34.298901,-6.595883,Africa/Casablanca,,1,,,,,,,,,,
,NNB,08adabc5-6ab1-4ded-963c-e63387adcb95,Santa Ana Airport,Santa Ana Airport,Santa Ana Airport,Santa Ana Airport,Santa Ana,Solomon Islands,SB,Oceania,-10.833333,162.5,Pacific/Guadalcanal,,1,,,,,,,,,,
,NND,c4db4e26-4173-471f-84c1-c70d6fcb669b,Nangade Airport,Nangade Airport,Nangade Airport,Nangade Airport,Nangade,Mozambique,MZ,Africa,-11.083333,39.1,Africa/Maputo,,1,,,,,,,,,,
