ICAO,IATA,DB ID,FlighStats API Name (Okay quality),OurAirports.com Name (Good quality),FlightAware API Name (bad quality),Marketing Name (OurAirports + our edits),City,Country,Country Code,Continent,Latitude,Longitude,Timezone,Flight Rank,Relevance,On Time Departures,On Time Departures Rank,Cancel %,No Flights,Airport Type,Elevation (ft),Website,Apple terminal maps? (63),Google terminal maps?,"If Gate known, replace any ""N/A"" Terminal with:"
KHAO,HAO,b5a6e8ff-5e24-4ffe-8678-baabbf7ca5e6,Butler Co Regional Airport - Hogan Field,Butler Co Regional Airport - Hogan Field,Butler Co Rgnl-Hogan Field,Butler Co Regional  - Hogan Field,Hamilton,United States,US,North America,39.363777,-84.521987,America/New_York,,2,,,,,small_airport,633,http://bcra.butlercountyohio.org/,,,
SVBI,BNS,a2c24adf-0f69-4001-8684-c28ce30d3cdf,Barinas Airport,Barinas Airport,Barinas,Barinas ,Barinas,Venezuela,VE,South America,8.618056,-70.221111,America/Caracas,,2,,,,,medium_airport,615,,,,
DFOB,BNR,51554859-c76b-4063-aa85-bd931e7261c6,Banfora Airport,Banfora Airport,Banfora,Banfora ,Banfora,Burkina Faso,BF,Africa,10.666667,-4.666667,Africa/Ouagadougou,,1,,,,,small_airport,984,,,,
KHAB,HAB,c3c90c36-3ec8-4a8e-8b3f-26d7840aae27,Marion County Rankin Fite Airport,Marion County Rankin Fite Airport,Marion County-Rankin Fite,Marion County Rankin Fite ,Hamilton,United States,US,North America,34.15,-88.1,America/Chicago,,1,,,,,small_airport,436,,,,
RJTH,HAC,a899febb-091f-48b5-b9f1-30e88bd45a1b,Hachijojima Airport,Hachijojima Airport,Hachijojima,Hachijojima ,Hachijo Jima,Japan,JP,Asia,33.117945,139.781226,Asia/Tokyo,,2,,,,,medium_airport,303,,,,
KBNW,BNW,8eead8fc-1384-4285-9755-dbc49a54dcd6,Boone Municipal Airport,Boone Municipal Airport,Boone Muni,Boone Municipal ,Boone,United States,US,North America,42.066667,-93.883333,America/Chicago,,1,,,,,small_airport,1160,,,,
KHAF,HAF,611bd48d-4adb-43f2-a676-75eccb82f7e9,Half Moon Bay Airport,Half Moon Bay Airport,Half Moon Bay,Half Moon Bay ,Half Moon,United States,US,North America,37.466667,-122.433333,America/Los_Angeles,,1,,,,,small_airport,66,,,,
DNBE,BNI,731aeb48-ecbe-4dfd-b7dd-bbbc94d830b5,Benin Airport,Benin Airport,Benin,Benin ,Benin City,Nigeria,NG,Africa,6.316943,5.603863,Africa/Lagos,,2,,,,,medium_airport,258,http://www.faannigeria.org/nigeria-airport.php?airport=22,,,
KBNO,BNO,6789af66-25eb-4e40-b386-8975dffbce67,Burns Municipal Airport,Burns Municipal Airport,Burns Muni,Burns Municipal ,Burns,United States,US,North America,43.590557,-118.955192,America/Los_Angeles,,2,,,,,medium_airport,4148,http://www.ci.burns.or.us/airport.html,,,
ENBN,BNN,e7272ee2-1fc9-4c9b-8d8b-874ddf6e71d0,Brønnøysund Airport,Brønnøysund Airport,"Bronnoysund, Bronnoy",Brønnøysund ,Bronnoysund,Norway,NO,Europe,65.459439,12.209954,Europe/Oslo,,2,,,,,medium_airport,25,https://avinor.no/en/airport/bronnoysund-airport/,,,
KBNL,BNL,41bfebc6-92e5-4dbf-847c-6f81caa72e9a,Barnwell Regional Airport,Barnwell Regional Airport,Barnwell Rgnl,Barnwell Regional ,Barnwell,United States,US,North America,33.25,-81.383333,America/New_York,,1,,,,,small_airport,246,http://www.barnwellregionalairport.com/Home_Page.php,,,
FZNP,BNC,3ae0c7c5-5135-42c0-b152-a7ad1b936dc6,Beni Airport,Beni Airport,Beni,Beni ,Beni,The Democratic Republic of The Congo,CD,Africa,0.577121,29.470181,Africa/Lubumbashi,,2,,,,,small_airport,3517,,,,
VRMH,HAQ,d540b939-3ac1-47ca-bdd5-2c8aec2a4c0c,Hanimaadhoo Airport,Hanimaadhoo Airport,Hanimaadhoo,Hanimaadhoo ,Hanimaadhoo,Maldives,MV,Asia,6.748433,73.168377,Indian/Maldives,,2,,,,,medium_airport,4,,,,
KCXY,HAR,7c7a8112-4a87-4c7b-bd79-7530128799ce,Capital City Airport,Capital City Airport,,Capital City ,Harrisburg,United States,US,North America,40.217089,-76.851483,America/New_York,,2,,,,,small_airport,347,http://www.flycxy.com/,,,
KBNG,BNG,412f2440-5cf2-425a-ac7f-0d64d656bb4f,Banning Municipal Airport,Banning Municipal Airport,Banning Muni,Banning Municipal ,Banning,United States,US,North America,33.933333,-116.866667,America/Los_Angeles,,1,,,,,small_airport,2219,http://www.ci.banning.ca.us/index.aspx?NID=23,,,
ENHD,HAU,fadfbec2-7652-4f56-a227-5951c5485848,Haugesund Airport,Haugesund Airport,"Haugesund, Karmoy",Haugesund ,Haugesund,Norway,NO,Europe,59.344763,5.215903,Europe/Oslo,,2,,,,,medium_airport,86,https://avinor.no/en/airport/haugesund-airport/,,,
OIKB,BND,446b3593-5c71-448e-8de0-95c30ecb5e7e,Bandar Abbas International Airport,Bandar Abbas International Airport,Bandar Abbas Intl,Bandar Abbas Intl ,Bandar Abbas,Iran,IR,Asia,27.21059,56.368384,Asia/Tehran,,2,,,,,medium_airport,22,,,,
KLBX,LJN,33700680-8415-4133-b041-77e96cd475ca,Texas Gulf Coast Regional Airport,Texas Gulf Coast Regional Airport,,Texas Gulf Coast Regional ,Lake Jackson,United States,US,North America,29.038333,-95.456944,America/Chicago,,1,,,,,medium_airport,25,http://www.flylbx.org/,,,
FOGF,FOU,85fb3488-5800-4881-aae5-d6f1f387bfb7,Fougamou Airport,Fougamou Airport,Fougamou,Fougamou ,Fougamou,Gabon,GA,Africa,-1.2,10.783333,Africa/Libreville,,1,,,,,small_airport,263,,,,
YFRT,FOS,79239501-a0ec-44d4-a942-c5a294971f76,Forrest Airport,Forrest Airport,Forrest,Forrest ,Forrest,Australia,AU,Oceania,-30.816667,128.05,Australia/Perth,,1,,,,,medium_airport,511,,,,
FZVA,LJA,c0ad81c5-7f17-4a80-8143-f2b46ae92f2c,Lodja Airport,Lodja Airport,Lodja,Lodja ,Lodja,The Democratic Republic of The Congo,CD,Africa,-3.46296,23.618839,Africa/Lubumbashi,,2,,,,,small_airport,1647,,,,
KFOD,FOD,d295a4f5-4b8e-41cb-b8ff-3c38b7431db8,Fort Dodge Regional Airport,Fort Dodge Regional Airport,Fort Dodge Rgnl,Fort Dodge Regional ,Fort Dodge,United States,US,North America,42.5525,-94.189722,America/Chicago,,2,,,,,medium_airport,1156,,,,
KFOE,FOE,ecbcaa29-c08b-418f-8ac3-5b704528b158,Topeka Regional Airport - Forbes Field,Topeka Regional Airport - Forbes Field,Topeka Rgnl,Topeka Regional  - Forbes Field,Topeka,United States,US,North America,38.9525,-95.6625,America/Chicago,,2,,,,,medium_airport,1078,,,,
LIBF,FOG,48c0f9a7-3b88-4159-ae9a-963e14ec5eeb,"Foggia ""Gino Lisa"" Airport","Foggia ""Gino Lisa"" Airport",Gino Lisa,"Foggia ""Gino Lisa"" ",Foggia,Italy,IT,Europe,41.433991,15.544367,Europe/Rome,,2,,,,,medium_airport,265,,,,
FKKM,FOM,98790706-bda8-4f2a-bcd5-f15951abfe44,Foumban Nkounja Airport,Foumban Nkounja Airport,Fillmore Muni,Foumban Nkounja ,Foumban,Cameroon,CM,Africa,5.75,10.833333,Africa/Douala,,1,,,,,medium_airport,3963,,,,
WABF,FOO,7cedba7e-8d54-4626-a4db-df30fd524fa6,Kornasoren Airfield,,Kornasoren,,Noemfoor,Indonesia,ID,Asia,-0.936162,134.865261,Asia/Jayapura,,1,,,,,,,,,,
KFOK,FOK,1995c216-206f-442e-b0c7-7c7168662362,Francis S Gabreski Airport,Francis S Gabreski Airport,Francis S Gabreski,Francis S Gabreski ,Westhampton Beach,United States,US,North America,40.841888,-72.631994,America/New_York,,2,,,,,small_airport,67,http://www.suffolkcountyny.gov/Departments/EconomicDevelopmentandPlanning/FrancisSGabreskiAirport.aspx,,,
SPPY,CHH,6953e349-095f-402c-8d4e-c5917fbd3242,Chachapoyas Airport,Chachapoyas Airport,Chachapoyas,Chachapoyas ,Chachapoyas,Peru,PE,South America,-6.216667,-77.85,America/Lima,,1,,,,,medium_airport,8333,,,,
KCHK,CHK,6c1cac18-3a15-46db-bf20-f1b895067121,Chickasha Municipal Airport,Chickasha Municipal Airport,Chickasha Muni,Chickasha Municipal ,Chickasha,United States,US,North America,35.05,-97.966667,America/Chicago,,1,,,,,small_airport,1152,http://www.chickasha.org/airport/,,,
OISJ,JAR,b68c76f1-95db-42cf-9116-3da8d1a653f8,Jahrom Airport,Jahrom Airport,,Jahrom ,Jahrom,Iran,IR,Asia,28.58668,53.579188,Asia/Tehran,,2,,,,,small_airport,3358,,,,
SPEO,CHM,5bf0d4fb-552a-4ddd-8380-6ab9d88086b7,Teniente FAP Jaime A De Montreuil Morales Airport,Teniente FAP Jaime A De Montreuil Morales Airport,Teniente FAP Jaime A. de Montreuil Morales,Teniente FAP Jaime A De Montreuil Morales ,Chimbote,Peru,PE,South America,-9.150556,-78.531111,America/Lima,,2,,,,,medium_airport,69,,,,
LFLX,CHR,a7bf8806-197c-45cd-9164-e419aa29dc79,"Châteauroux-Déols ""Marcel Dassault"" Airport","Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,"Châteauroux-Déols ""Marcel Dassault"" ",Chateauroux,France,FR,Europe,46.861953,1.728128,Europe/Paris,,2,,,,,medium_airport,529,,,,
OTBH,XJD,b0af5e89-7e64-4618-b0f8-40ba39b9f50e,Al Udeid Air Base,Al Udeid Air Base,,Al Udeid Air Base,Doha,Qatar,QA,Middle East,25.117222,51.314722,Asia/Qatar,,2,,,,,medium_airport,130,,,,
MPCH,CHX,4b313c02-127a-4995-a952-ae0a5790121b,Cap Manuel Niño International Airport,Cap Manuel Niño International Airport,Cpt. Manuel Nino Intl,Cap Manuel Niño Intl ,Changuinola,Panama,PA,Central America,9.45,-82.45,America/Panama,,2,,,,,medium_airport,19,,,,
CYDN,YDN,47efb6fd-9a7a-4c1f-9bc1-7921e6e676f2,Dauphin Barker Airport,Dauphin Barker Airport,Dauphin (Lt. Col W.G. (Billy) Barker VC),Dauphin Barker ,Dauphin,Canada,CA,North America,51.1008,-100.052002,America/Winnipeg,,2,,,,,medium_airport,999,,,,
CYDO,YDO,5e6e2b76-ffd9-418e-89db-983311fefdc4,Dolbeau St Felicien Airport,Dolbeau St Felicien Airport,Dolbeau-Saint-Felicien,Dolbeau St Felicien ,Dolbeau,Canada,CA,North America,48.778541,-72.374972,America/Toronto,,1,,,,,medium_airport,372,,,,
CYDL,YDL,ebbbd932-18b7-4a8b-98b1-71935593afc0,Dease Lake Airport,Dease Lake Airport,Dease Lake,Dease Lake ,Dease Lake,Canada,CA,North America,58.424632,-130.025156,America/Vancouver,,2,,,,,small_airport,2600,,,,
CJL2,YDJ,02aaeca7-603e-495a-898c-c75c8a7a5c98,Hatchet Lake Airport,Hatchet Lake Airport,,Hatchet Lake ,Hatchet Lake,Canada,CA,North America,58.660556,-102.539444,America/Regina,,1,,,,,small_airport,1362,,,,
CCB4,YDI,ddab6768-f6c9-4ba1-a5ad-a9c0f8fdc10c,Davis Inlet Airport,,,,Davis Inlet,Canada,CA,North America,55.933333,-60.95,America/Halifax,,1,,,,,,,,,,
CYID,YDG,0a113f18-c8fd-4e36-95ac-3df6ce0bacba,Digby / Annapolis Regional Airport,Digby / Annapolis Regional Airport,Digby,Digby / Annapolis Regional ,Digby,Canada,CA,North America,44.545998,-65.785564,America/Halifax,,1,,,,,medium_airport,499,,,,
CYDB,YDB,c24d3b6f-8c72-4d1c-a9d5-e473ebd21537,Burwash Airport,Burwash Airport,Burwash,Burwash ,Burwash Landings,Canada,CA,North America,61.35,-139.016667,America/Vancouver,,1,,,,,medium_airport,2647,,,,
CER3,YDC,3ba3c3c1-bd21-4b1c-9ff9-75b108036952,Drayton Valley Industrial Airport,Drayton Valley Industrial Airport,,Drayton Valley Industrial ,Drayton Valley,Canada,CA,North America,53.2,-114.966667,America/Edmonton,,1,,,,,small_airport,2776,,,,
CYDA,YDA,a9fc0aac-a8c9-4432-8828-4ce3707e3767,Dawson City Airport,Dawson City Airport,Dawson City,Dawson City ,Dawson City,Canada,CA,North America,64.045478,-139.117063,America/Vancouver,,2,,,,,medium_airport,1215,,,,
CZTA,YDV,158e46e6-257f-47f0-9f66-f06c35d68ac0,Bloodvein River Airport,Bloodvein River Airport,,Bloodvein River ,Bloodvein,Canada,CA,North America,51.75,-96.733333,America/Winnipeg,,1,,,,,small_airport,721,,,,
CZBB,YDT,861e65b6-2c2f-40e2-92e0-f913ba26f412,Boundary Bay Airport,Boundary Bay Airport,Boundary Bay,Boundary Bay ,Vancouver,Canada,CA,North America,49.077573,-123.006123,America/Vancouver,,1,,,,,medium_airport,6,,,,
CJL8,YDU,6eca538e-0b06-4646-abce-db50c2235179,Kasba Lake Airport,Kasba Lake Airport,,Kasba Lake ,Kasba Lake,Canada,CA,North America,60.290278,-102.503333,America/Winnipeg,,1,,,,,small_airport,1131,,,,
CYDP,YDP,ef4c2924-3397-419a-8350-3561ea1f00bb,Nain Airport,Nain Airport,Nain,Nain ,Nain,Canada,CA,North America,56.533333,-61.666667,America/Halifax,,2,,,,,medium_airport,22,,,,
CYDQ,YDQ,124a9328-4792-4410-b9b6-cb78d98a456b,Dawson Creek Airport,Dawson Creek Airport,Dawson Creek,Dawson Creek ,Dawson Creek,Canada,CA,North America,55.733333,-120.183333,America/Dawson_Creek,,2,,,,,medium_airport,2148,,,,
SVVP,VDP,f2adc252-fc0f-430f-9b8b-ab4910f78c31,Valle de La Pascua Airport,Valle de La Pascua Airport,Vamdrup,Valle de La Pascua ,Valle de la Pascua,Venezuela,VE,South America,9.221389,-65.991111,America/Caracas,,1,,,,,medium_airport,410,,,,
ENVD,VDS,2724aa7b-5b36-416e-8457-d72513f325db,Vadsø Airport,Vadsø Airport,Vadso,Vadsø ,Vadso,Norway,NO,Europe,70.065,29.845278,Europe/Oslo,,2,,,,,medium_airport,127,https://avinor.no/en/airport/vadso-airport/,,,
SAOD,VDR,0a8043bd-30da-42b7-b6b8-2d0a6bbaee4b,Villa Dolores Airport,Villa Dolores Airport,Villa Dolores,Villa Dolores ,Villa Dolores,Argentina,AR,South America,-31.941111,-65.142222,America/Argentina/Buenos_Aires,,1,,,,,medium_airport,1847,,,,
VOJV,VDY,4495e06a-e587-4912-a111-3bfc0c7101ab,Vijayanagar Aerodrome (JSW),,,,Vijaynagar,India,IN,Asia,15.174967,76.634947,Asia/Kolkata,,2,,,,,,,,,,
PAVD,VDZ,2f53f35b-2000-4829-abba-69b2e38e9f9a,Valdez Pioneer Field,Valdez Pioneer Field,Valdez Pioneer Field,Valdez Pioneer Field,Valdez,United States,US,North America,61.133913,-146.248026,America/Anchorage,,2,,,,,medium_airport,121,,,,
LLOV,VDA,122023af-e125-49f6-b85b-f0150fc7dea1,Ovda International Airport,Ovda International Airport,Ovda Intl,Ovda Intl ,Ovda,Israel,IL,Middle East,29.952014,34.9339,Asia/Jerusalem,,2,,,,,large_airport,1492,,,,
SWXV,NOK,45d8b700-3771-4690-8650-52a781f2a364,Xavantina Airport,Xavantina Airport,Nova Xavantina,Xavantina ,Nova Xavantina,Brazil,BR,South America,-14.690278,-52.348611,America/Campo_Grande,,1,,,,,small_airport,1035,,,,
ENFG,VDB,7abc9f2e-385a-4b07-b997-5558ed4f32f2,Leirin Airport,Leirin Airport,"Fagernes, Leirin",Leirin ,Fagernes,Norway,NO,Europe,61.015556,9.288056,Europe/Oslo,,2,,,,,medium_airport,2697,https://avinor.no/en/airport/fagernes-airport/,,,
GCHI,VDE,1a6dc66b-ef7e-446e-8341-3ad1f24476a7,Hierro Airport,Hierro Airport,El Hierro,Hierro ,Valverde,Spain and Canary Islands,ES,Europe,27.813968,-17.884937,Atlantic/Canary,,2,,,,,medium_airport,103,,,,
KVDF,VDF,af100d67-aeb9-4b7e-8e75-f9de2cb5d87e,Tampa Executive Airport,Tampa Executive Airport,Tampa Executive,Tampa Executive ,Tampa,United States,US,North America,28.010858,-82.342102,America/New_York,,2,,,,,small_airport,22,http://www.tampaairport.com/tampa-executive-airport,,,
KVDI,VDI,64b099c8-fa90-4d0e-8e94-98cb1756f438,Vidalia Regional Airport,Vidalia Regional Airport,Vidalia Rgnl,Vidalia Regional ,Vidalia,United States,US,North America,32.216667,-82.416667,America/New_York,,1,,,,,small_airport,275,http://www.vidaliaga.com/airport.html,,,
SAVV,VDM,5f82e4ad-7053-4a7c-87c6-f019700377ae,Gobernador Castello Airport,Gobernador Castello Airport,Gobernador Edgardo Castello,Gobernador Castello ,Viedma,Argentina,AR,South America,-40.8692,-63.0004,America/Argentina/Buenos_Aires,,2,,,,,medium_airport,20,,,,
CBX5,TNS,fd292e0f-9823-4f06-88cc-ec3cd4eac309,Tungsten (Cantung) Airport,Tungsten (Cantung) Airport,,Tungsten (Cantung) ,Tungsten,Canada,CA,North America,61.956902,-128.203003,America/Edmonton,,1,,,,,small_airport,3500,,,,
KJEF,JEF,51f4aebc-dc36-4e97-b3c8-d8ce34872634,Jefferson City Memorial Airport,Jefferson City Memorial Airport,Jefferson City Memorial,Jefferson City Memorial ,Jefferson City,United States,US,North America,38.592222,-92.156389,America/Chicago,,2,,,,,small_airport,549,https://www.jeffcitymo.org/publicworks/airport/airport.html,,,
FMSK,WVK,06bada42-e9db-43a1-9399-7ed353bc50f0,Manakara Airport,Manakara Airport,Manakara,Manakara ,Manakara,Madagascar,MG,Africa,-22.116667,48.016667,Indian/Antananarivo,,1,,,,,medium_airport,33,,,,
KWVI,WVI,ddd7b631-b6a8-412a-a484-b6fc01c0af05,Watsonville Municipal Airport,Watsonville Municipal Airport,Watsonville Muni,Watsonville Municipal ,Watsonville,United States,US,North America,36.935699,-121.790001,America/Los_Angeles,,2,,,,,small_airport,163,,,,
EDWI,WVN,e4210fda-9956-4e47-8382-6e8ed941fc60,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven-Mariensiel Airport,,Wilhelmshaven-Mariensiel ,Wilhelmshaven,Germany,DE,Europe,53.502219,8.05223,Europe/Berlin,,1,,,,,small_airport,16,,,,
KWVL,WVL,32a9be17-d54d-4bac-bd9f-77564833ed08,Waterville Robert Lafleur Airport,Waterville Robert Lafleur Airport,Waterville Robert Lafleur,Waterville Robert Lafleur ,Waterville,United States,US,North America,44.533186,-69.679746,America/New_York,,2,,,,,small_airport,333,,,,
FYWB,WVB,d44be6db-4df2-4d8f-8b51-b75369c3b29b,Walvis Bay Airport,Walvis Bay Airport,Walvis Bay,Walvis Bay ,Walvis Bay,Namibia,NA,Africa,-22.978611,14.517222,Africa/Windhoek,,2,,,,,medium_airport,299,,,,
GMTT,TNG,c262a63c-6bf1-4936-b53e-c4539c80358f,Ibn Batouta Airport,Ibn Batouta Airport,Ibn Batouta Intl (Boukhaif/Tanger),Ibn Batouta ,Tangier,Morocco,MA,Africa,35.726286,-5.912898,Africa/Casablanca,,2,,,,,medium_airport,62,,,,
CZUC,ZUC,6476c938-88a7-45d0-841a-6365ed91d210,Ignace Municipal Airport,Ignace Municipal Airport,Ignace Municipal,Ignace Municipal ,Ignace,Canada,CA,North America,49.429699,-91.717796,America/Winnipeg,,1,,,,,medium_airport,1435,,,,
SCAC,ZUD,cc256435-474e-4e86-b2b9-b125f93acde0,Pupelde Airport,Pupelde Airport,Pupelde,Pupelde ,Ancud,Chile,CL,South America,-42,-73.833333,America/Santiago,,1,,,,,small_airport,315,,,,
OEZL,ZUL,7ffb7641-39a5-441a-b0e3-a7ed178ae083,Zilfi Airport,Zilfi Airport,,Zilfi ,Zilfi,Saudi Arabia,SA,Middle East,26.25,44.833333,Asia/Riyadh,,1,,,,,small_airport,1900,,,,
CZUM,ZUM,a822c927-c734-4794-a39b-f46017e1f075,Churchill Falls Airport,Churchill Falls Airport,Churchill Falls,Churchill Falls ,Churchill Falls,Canada,CA,North America,53.562778,-64.109167,America/Halifax,,2,,,,,small_airport,1442,,,,
KRRL,RRL,7fbc8a3f-91f0-464e-a84c-457f4811494d,Merrill Municipal Airport,Merrill Municipal Airport,Merrill Muni,Merrill Municipal ,Merrill,United States,US,North America,45.183333,-89.683333,America/Chicago,,1,,,,,small_airport,1318,http://www.ci.merrill.wi.us/index.asp?SEC=4F5D638A-3ECD-45E8-8226-20D66738C412&Type=B_BASIC,,,
VERK,RRK,34264689-f2f2-46f3-a757-15df07d8a16a,Rourkela Airport,Rourkela Airport,Rourkela,Rourkela ,Rourkela,India,IN,Asia,22.256667,84.814722,Asia/Kolkata,,1,,,,,medium_airport,659,,,,
FIMR,RRG,3c7779c4-c02b-47cd-9357-6722c3201f26,Sir Charles Gaetan Duval Airport,Sir Charles Gaetan Duval Airport,Rodrigues Island (Plaine Corail),Sir Charles Gaetan Duval ,Rodrigues Island,Mauritius,MU,Africa,-19.757652,63.360985,Indian/Mauritius,,2,,,,,large_airport,95,,,,
YMRE,RRE,853efb86-3478-4204-95ef-abbc99ca5344,Marree Airport,Marree Airport,,Marree ,Marree,Australia,AU,Oceania,-29.65,138.066667,Australia/Adelaide,,1,,,,,small_airport,50,,,,
KRRT,RRT,7ab46192-a4a1-4b51-9d5d-a8a117cff52a,Warroad International Memorial Airport,Warroad International Memorial Airport,Warroad Intl Memorial,Warroad Intl Memorial ,Warroad,United States,US,North America,48.9,-95.3,America/Chicago,,1,,,,,small_airport,1076,,,,
ENRO,RRS,26d0199c-e812-451d-af15-8df78ee8a8b8,Røros Airport,Røros Airport,Roros,Røros ,Roros,Norway,NO,Europe,62.579167,11.345556,Europe/Oslo,,2,,,,,medium_airport,2054,https://avinor.no/en/airport/roros-airport/,,,
NTKO,RRR,f7dcdd7f-b219-4d58-a8c2-01b95a0e02e9,Raroia Airport,Raroia Airport,,Raroia ,Raroia,French Polynesia,PF,Oceania,-16.044858,-142.475561,Pacific/Tahiti,,2,,,,,small_airport,18,,,,
KJQF,USA,c676cb1c-f6bb-4ba8-8435-50112e706d71,Concord Regional Airport,Concord Regional Airport,,Concord Regional ,Concord,United States,US,North America,35.385139,-80.71119,America/New_York,,2,,,,,small_airport,705,http://www.concordnc.gov/Departments/Concord-Regional-Airport,,,
UUYS,USK,ceb9e26c-e63d-48f9-8f38-7c42ed7eeeda,Usinsk Airport,Usinsk Airport,Usinsk,Usinsk ,Usinsk,Russian Federation,RU,Europe,66.002429,57.37496,Europe/Moscow,,2,,,,,medium_airport,262,,,,
ZWCM,IQM,8e9a5643-2546-4555-a0de-a94434203ce4,Qiemo Airport,Qiemo Yudu Airport,Qiemo,Qiemo Yudu ,Qiemo,China,CN,Asia,38.144572,85.531552,Asia/Shanghai,,2,,,,,medium_airport,,,,,
KSGJ,UST,9bb011b9-1443-48cd-8adc-c21914423c9e,Northeast Florida Regional Airport,Northeast Florida Regional Airport,,Northeast Florida Regional ,Saint Augustine,United States,US,North America,29.959323,-81.337849,America/New_York,,2,,,,,medium_airport,10,http://www.flynf.com/,,,
LTBO,USQ,fb028d70-0010-4bb1-afe6-fd904149b6f0,Uşak Airport,Uşak Airport,,Uşak ,Usak,Turkey,TR,Europe,38.680031,29.481672,Europe/Istanbul,,2,,,,,small_airport,2897,,,,
VVPK,PXU,62abd6af-9e98-4a55-83ab-336715e15e7c,Pleiku Airport,Pleiku Airport,Pleiku,Pleiku ,Pleiku,Viet Nam,VN,Asia,14.006346,108.00896,Asia/Ho_Chi_Minh,,2,,,,,medium_airport,2434,,,,
YPMH,PXH,1fbdd035-33b9-43ff-a48e-89b2a78275c9,Prominent Hill Airport,Prominent Hill Airport,,Prominent Hill ,Prominent Hill Mine,Australia,AU,Oceania,-29.710412,135.526997,Australia/Adelaide,,2,,,,,small_airport,745,,,,
LPPS,PXO,c2756d35-c7e9-4fab-85ff-bb470937824f,Porto Santo Airport,Porto Santo Airport,Porto Santo,Porto Santo ,Porto Santo (Madeira),Portugal,PT,Europe,33.070023,-16.345014,Europe/Lisbon,,2,,,,,medium_airport,341,http://www.anam.pt/Porto-Santo-411.aspx,,,
MMPS,PXM,e00d40c9-804c-453e-ad87-1e571315a92f,Puerto Escondido International Airport,Puerto Escondido International Airport,Puerto Escondido Intl,Puerto Escondido Intl ,Puerto Escondido,Mexico,MX,North America,15.85,-97.083333,America/Mexico_City,,2,,,,,medium_airport,294,,,,
KFPR,FPR,0901509e-444e-4c09-bb96-e137af3ed855,St Lucie County International Airport,St Lucie County International Airport,Treasure Coast Intl,St Lucie County Intl ,Fort Pierce,United States,US,North America,27.45,-80.333333,America/New_York,,2,,,,,medium_airport,24,,,,
FASS,SIS,20997ca7-9232-4e9f-88fa-f712aa3b89f7,Sishen Airport,Sishen Airport,Sishen,Sishen ,Sishen,South Africa,ZA,Africa,-27.649178,22.999137,Africa/Johannesburg,,2,,,,,medium_airport,3848,,,,
LSGS,SIR,5645aecc-8e39-4c32-9eda-013adbb99d25,Sion Airport,Sion Airport,Sion,Sion ,Sion,Switzerland,CH,Europe,46.21725,7.322294,Europe/Zurich,,2,,,,,medium_airport,1585,http://www.sionairport.ch,,,
WIKS,SIQ,45fb0141-bf1b-4e38-9b95-666cbf1774e9,Dabo Airport,,Dabo,,Singkep,Indonesia,ID,Asia,-0.5,104.416667,Asia/Jakarta,,1,,,,,,,,,,
KSIV,SIV,ab46ed8c-9ef5-49f1-90ec-683cc5448d18,Sullivan County Airport,Sullivan County Airport,Sullivan County,Sullivan County ,Sullivan,United States,US,North America,39.1,-87.4,America/Indiana/Indianapolis,,1,,,,,small_airport,540,http://www.co.sullivan.ny.us/Departments/SullivanCountyAirport/tabid/3203/default.aspx,,,
PASI,SIT,5e1a4038-0c5f-4426-a902-427d847ab376,Sitka Rocky Gutierrez Airport,Sitka Rocky Gutierrez Airport,Sitka Rocky Gutierrez,Sitka Rocky Gutierrez ,Sitka,United States,US,North America,57.048611,-135.233333,America/Anchorage,,2,,,,,medium_airport,21,,,,
KSIY,SIY,99ad1ea2-67ce-4472-9891-5881754365b1,Siskiyou County Airport,Siskiyou County Airport,Siskiyou County,Siskiyou County ,Montague,United States,US,North America,41.733333,-122.533333,America/Los_Angeles,,1,,,,,small_airport,2648,,,,
FCBS,SIB,06d19f75-672b-4c99-97b4-46402b4635f5,Sibiti Airport,Sibiti Airport,Sibiti,Sibiti ,Sibiti,Congo,CG,Africa,-3.733333,13.4,Africa/Brazzaville,,1,,,,,small_airport,1883,,,,
ZLXG,SIA,e45a924f-8661-448e-8ce2-95eed577ef31,Xi'an Xiguan Airport,,,,Xian,China,CN,Asia,34.375941,109.119659,Asia/Shanghai,,2,,,,,,,,,,
KFBL,FBL,400ec327-65ee-4e53-8bbf-cca52451acb0,Faribault Municipal Airport-Liz Wall Strohfus Field,Faribault Municipal Airport-Liz Wall Strohfus Field,Faribault Muni-Liz Wall Strohfus Field,Faribault Municipal -Liz Wall Strohfus Field,Faribault,United States,US,North America,44.3,-93.266667,America/Chicago,,1,,,,,small_airport,1060,http://www.faribault.org/departments/publicworks/airport,,,
TJIG,SIG,78651135-65b9-4db3-a6b0-901b0f5a0d11,Fernando Luis Ribas Dominicci Airport,Fernando Luis Ribas Dominicci Airport,Ribas Dominicci,Fernando Luis Ribas Dominicci ,San Juan,Puerto Rico,PR,Caribbean,18.456006,-66.099306,America/Puerto_Rico,,2,,,,,medium_airport,10,,,,
VNSI,SIF,43011b52-ef81-4972-bf27-b32e2646aeba,Simara Airport,Simara Airport,Rockingham Co,Simara ,Simara,Nepal,NP,Asia,27.163563,84.979195,Asia/Kathmandu,,2,,,,,small_airport,450,,,,
